"subject","label","penn_element_name","parameter","value","rt","type","trial_n","reading_time","itemnum"
"S[9]","practice_rest","DashedSentence","14","having","3022","practice","6","583","506"
"S[9]","practice_rest","DashedSentence","13","after","3022","practice","6","618","506"
"S[9]","practice_rest","DashedSentence","12","working","3022","practice","6","656","506"
"S[9]","practice_rest","DashedSentence","11","stopped","3022","practice","6","632","506"
"S[9]","practice_rest","DashedSentence","10","wife","3022","practice","6","628","506"
"S[9]","practice_rest","DashedSentence","9","her","3022","practice","6","559","506"
"S[9]","practice_rest","DashedSentence","8","for","3022","practice","6","576","506"
"S[9]","practice_rest","DashedSentence","7","still%2C","3022","practice","6","809","506"
"S[9]","practice_rest","DashedSentence","6","car","3022","practice","6","624","506"
"S[9]","practice_rest","DashedSentence","5","a","3022","practice","6","650","506"
"S[9]","practice_rest","DashedSentence","4","buy","3022","practice","6","666","506"
"S[9]","practice_rest","DashedSentence","3","to","3022","practice","6","700","506"
"S[9]","practice_rest","DashedSentence","2","yet","3022","practice","6","1136","506"
"S[9]","practice_rest","DashedSentence","1","Sherry","3022","practice","6","526","506"
"S[9]","practice_rest","grade","Choice","5","3022","practice","6","NULL","506"
"S[9]","practice_rest","DashedSentence","25","it.","2473","practice","7","1198","504"
"S[9]","practice_rest","DashedSentence","24","buy","2473","practice","7","656","504"
"S[9]","practice_rest","DashedSentence","23","definitely","2473","practice","7","578","504"
"S[9]","practice_rest","DashedSentence","22","would","2473","practice","7","596","504"
"S[9]","practice_rest","DashedSentence","21","we","2473","practice","7","632","504"
"S[9]","practice_rest","DashedSentence","20","family%2C","2473","practice","7","869","504"
"S[9]","practice_rest","DashedSentence","19","big","2473","practice","7","641","504"
"S[9]","practice_rest","DashedSentence","18","our","2473","practice","7","1010","504"
"S[9]","practice_rest","DashedSentence","17","with","2473","practice","7","685","504"
"S[9]","practice_rest","DashedSentence","16","help","2473","practice","7","742","504"
"S[9]","practice_rest","DashedSentence","15","would","2473","practice","7","862","504"
"S[9]","practice_rest","DashedSentence","14","way","2473","practice","7","845","504"
"S[9]","practice_rest","DashedSentence","13","the","2473","practice","7","755","504"
"S[9]","practice_rest","DashedSentence","12","by","2473","practice","7","877","504"
"S[9]","practice_rest","DashedSentence","11","which","2473","practice","7","702","504"
"S[9]","practice_rest","DashedSentence","10","bathrom%2C","2473","practice","7","1144","504"
"S[9]","practice_rest","DashedSentence","9","a","2473","practice","7","547","504"
"S[9]","practice_rest","DashedSentence","8","and","2473","practice","7","643","504"
"S[9]","practice_rest","DashedSentence","7","kitchen","2473","practice","7","758","504"
"S[9]","practice_rest","DashedSentence","6","big","2473","practice","7","708","504"
"S[9]","practice_rest","DashedSentence","5","a","2473","practice","7","520","504"
"S[9]","practice_rest","DashedSentence","4","had","2473","practice","7","689","504"
"S[9]","practice_rest","DashedSentence","3","apartment","2473","practice","7","685","504"
"S[9]","practice_rest","DashedSentence","2","this","2473","practice","7","619","504"
"S[9]","practice_rest","DashedSentence","1","If","2473","practice","7","773","504"
"S[9]","practice_rest","grade","Choice","6","2473","practice","7","NULL","504"
"S[9]","practice_rest","DashedSentence","13","she?","1855","practice","8","1157","508"
"S[9]","practice_rest","DashedSentence","12","doesn't","1855","practice","8","925","508"
"S[9]","practice_rest","DashedSentence","11","know%2C","1855","practice","8","772","508"
"S[9]","practice_rest","DashedSentence","10","I","1855","practice","8","613","508"
"S[9]","practice_rest","DashedSentence","9","people","1855","practice","8","765","508"
"S[9]","practice_rest","DashedSentence","8","most","1855","practice","8","697","508"
"S[9]","practice_rest","DashedSentence","7","than","1855","practice","8","635","508"
"S[9]","practice_rest","DashedSentence","6","taller","1855","practice","8","686","508"
"S[9]","practice_rest","DashedSentence","5","much","1855","practice","8","864","508"
"S[9]","practice_rest","DashedSentence","4","tall%2C","1855","practice","8","814","508"
"S[9]","practice_rest","DashedSentence","3","very","1855","practice","8","769","508"
"S[9]","practice_rest","DashedSentence","2","is","1855","practice","8","594","508"
"S[9]","practice_rest","DashedSentence","1","Joanna","1855","practice","8","826","508"
"S[9]","practice_rest","grade","Choice","4","1855","practice","8","NULL","508"
"S[9]","practice_rest","DashedSentence","13","me.","2881","practice","9","855","507"
"S[9]","practice_rest","DashedSentence","12","gift","2881","practice","9","473","507"
"S[9]","practice_rest","DashedSentence","11","a","2881","practice","9","514","507"
"S[9]","practice_rest","DashedSentence","10","and","2881","practice","9","568","507"
"S[9]","practice_rest","DashedSentence","9","smile","2881","practice","9","495","507"
"S[9]","practice_rest","DashedSentence","8","big","2881","practice","9","510","507"
"S[9]","practice_rest","DashedSentence","7","a","2881","practice","9","1049","507"
"S[9]","practice_rest","DashedSentence","6","bringing","2881","practice","9","794","507"
"S[9]","practice_rest","DashedSentence","5","today%2C","2881","practice","9","600","507"
"S[9]","practice_rest","DashedSentence","4","house","2881","practice","9","1620","507"
"S[9]","practice_rest","DashedSentence","3","my","2881","practice","9","1266","507"
"S[9]","practice_rest","DashedSentence","2","came","2881","practice","9","780","507"
"S[9]","practice_rest","DashedSentence","1","Batman","2881","practice","9","884","507"
"S[9]","practice_rest","grade","Choice","1","2881","practice","9","NULL","507"
"S[10]","practice_first","DashedSentence","14","this.","3524","practice","1","440","500"
"S[10]","practice_first","DashedSentence","13","like","3524","practice","1","386","500"
"S[10]","practice_first","DashedSentence","12","presented","3524","practice","1","497","500"
"S[10]","practice_first","DashedSentence","11","be","3524","practice","1","554","500"
"S[10]","practice_first","DashedSentence","10","will","3524","practice","1","582","500"
"S[10]","practice_first","DashedSentence","9","way%2C","3524","practice","1","429","500"
"S[10]","practice_first","DashedSentence","8","the","3524","practice","1","529","500"
"S[10]","practice_first","DashedSentence","7","by","3524","practice","1","441","500"
"S[10]","practice_first","DashedSentence","6","read","3524","practice","1","418","500"
"S[10]","practice_first","DashedSentence","5","to","3524","practice","1","411","500"
"S[10]","practice_first","DashedSentence","4","have","3524","practice","1","637","500"
"S[10]","practice_first","DashedSentence","3","you","3524","practice","1","516","500"
"S[10]","practice_first","DashedSentence","2","which","3524","practice","1","926","500"
"S[10]","practice_first","DashedSentence","1","Sentence%2C","3524","practice","1","594","500"
"S[10]","practice_first","grade","Choice","7","3524","practice","1","NULL","500"
"S[10]","practice_first","DashedSentence","20","","2648","practice","2","2525","501"
"S[10]","practice_first","DashedSentence","19","you.","2648","practice","2","405","501"
"S[10]","practice_first","DashedSentence","18","help","2648","practice","2","448","501"
"S[10]","practice_first","DashedSentence","17","to","2648","practice","2","434","501"
"S[10]","practice_first","DashedSentence","16","stuff","2648","practice","2","450","501"
"S[10]","practice_first","DashedSentence","15","some","2648","practice","2","390","501"
"S[10]","practice_first","DashedSentence","14","have","2648","practice","2","431","501"
"S[10]","practice_first","DashedSentence","13","will","2648","practice","2","595","501"
"S[10]","practice_first","DashedSentence","12","easier%2C","2648","practice","2","1361","501"
"S[10]","practice_first","DashedSentence","11","be","2648","practice","2","429","501"
"S[10]","practice_first","DashedSentence","10","hopefully","2648","practice","2","413","501"
"S[10]","practice_first","DashedSentence","9","which","2648","practice","2","410","501"
"S[10]","practice_first","DashedSentence","8","some%2C","2648","practice","2","473","501"
"S[10]","practice_first","DashedSentence","7","But","2648","practice","2","620","501"
"S[10]","practice_first","DashedSentence","6","read.","2648","practice","2","402","501"
"S[10]","practice_first","DashedSentence","5","to","2648","practice","2","572","501"
"S[10]","practice_first","DashedSentence","4","harder","2648","practice","2","292","501"
"S[10]","practice_first","DashedSentence","3","be","2648","practice","2","547","501"
"S[10]","practice_first","DashedSentence","2","will","2648","practice","2","425","501"
"S[10]","practice_first","DashedSentence","1","Some","2648","practice","2","572","501"
"S[10]","practice_first","grade","Choice","2","2648","practice","2","NULL","501"
"S[10]","practice_good_item","DashedSentence","22","music.","5280","practice","3","390","502"
"S[10]","practice_good_item","DashedSentence","21","country","5280","practice","3","533","502"
"S[10]","practice_good_item","DashedSentence","20","revolutionizing","5280","practice","3","444","502"
"S[10]","practice_good_item","DashedSentence","19","for","5280","practice","3","337","502"
"S[10]","practice_good_item","DashedSentence","18","famous","5280","practice","3","379","502"
"S[10]","practice_good_item","DashedSentence","17","is","5280","practice","3","495","502"
"S[10]","practice_good_item","DashedSentence","16","inspirational%2C","5280","practice","3","307","502"
"S[10]","practice_good_item","DashedSentence","15","very","5280","practice","3","382","502"
"S[10]","practice_good_item","DashedSentence","14","and","5280","practice","3","355","502"
"S[10]","practice_good_item","DashedSentence","13","woman","5280","practice","3","368","502"
"S[10]","practice_good_item","DashedSentence","12","young","5280","practice","3","459","502"
"S[10]","practice_good_item","DashedSentence","11","achieving","5280","practice","3","469","502"
"S[10]","practice_good_item","DashedSentence","10","high","5280","practice","3","332","502"
"S[10]","practice_good_item","DashedSentence","9","a","5280","practice","3","525","502"
"S[10]","practice_good_item","DashedSentence","8","is","5280","practice","3","432","502"
"S[10]","practice_good_item","DashedSentence","7","way","5280","practice","3","372","502"
"S[10]","practice_good_item","DashedSentence","6","the","5280","practice","3","385","502"
"S[10]","practice_good_item","DashedSentence","5","by","5280","practice","3","411","502"
"S[10]","practice_good_item","DashedSentence","4","who","5280","practice","3","504","502"
"S[10]","practice_good_item","DashedSentence","3","singer%2C","5280","practice","3","382","502"
"S[10]","practice_good_item","DashedSentence","2","favorite","5280","practice","3","332","502"
"S[10]","practice_good_item","DashedSentence","1","My","5280","practice","3","419","502"
"S[10]","practice_good_item","grade","Choice","5","5280","practice","3","NULL","502"
"S[10]","practice_bad_item","DashedSentence","16","yesterday.","1848","practice","4","510","505"
"S[10]","practice_bad_item","DashedSentence","15","book","1848","practice","4","382","505"
"S[10]","practice_bad_item","DashedSentence","14","the","1848","practice","4","412","505"
"S[10]","practice_bad_item","DashedSentence","13","borrow","1848","practice","4","365","505"
"S[10]","practice_bad_item","DashedSentence","12","will","1848","practice","4","386","505"
"S[10]","practice_bad_item","DashedSentence","11","who","1848","practice","4","447","505"
"S[10]","practice_bad_item","DashedSentence","10","grandpa","1848","practice","4","372","505"
"S[10]","practice_bad_item","DashedSentence","9","her","1848","practice","4","376","505"
"S[10]","practice_bad_item","DashedSentence","8","to","1848","practice","4","411","505"
"S[10]","practice_bad_item","DashedSentence","7","gift","1848","practice","4","438","505"
"S[10]","practice_bad_item","DashedSentence","6","a","1848","practice","4","446","505"
"S[10]","practice_bad_item","DashedSentence","5","as","1848","practice","4","388","505"
"S[10]","practice_bad_item","DashedSentence","4","book","1848","practice","4","769","505"
"S[10]","practice_bad_item","DashedSentence","3","this","1848","practice","4","1729","505"
"S[10]","practice_bad_item","DashedSentence","2","bought","1848","practice","4","74","505"
"S[10]","practice_bad_item","DashedSentence","1","Lucy","1848","practice","4","458","505"
"S[10]","practice_bad_item","grade","Choice","1","1848","practice","4","NULL","505"
"S[10]","practice_rest","DashedSentence","21","black.","3691","practice","5","455","503"
"S[10]","practice_rest","DashedSentence","20","are","3691","practice","5","420","503"
"S[10]","practice_rest","DashedSentence","19","Nick's","3691","practice","5","535","503"
"S[10]","practice_rest","DashedSentence","18","brother","3691","practice","5","423","503"
"S[10]","practice_rest","DashedSentence","17","her","3691","practice","5","408","503"
"S[10]","practice_rest","DashedSentence","16","is","3691","practice","5","413","503"
"S[10]","practice_rest","DashedSentence","15","which","3691","practice","5","379","503"
"S[10]","practice_rest","DashedSentence","14","there","3691","practice","5","454","503"
"S[10]","practice_rest","DashedSentence","13","over","3691","practice","5","460","503"
"S[10]","practice_rest","DashedSentence","12","desk","3691","practice","5","468","503"
"S[10]","practice_rest","DashedSentence","11","other","3691","practice","5","441","503"
"S[10]","practice_rest","DashedSentence","10","that","3691","practice","5","356","503"
"S[10]","practice_rest","DashedSentence","9","and","3691","practice","5","408","503"
"S[10]","practice_rest","DashedSentence","8","Sandra%2C","3691","practice","5","723","503"
"S[10]","practice_rest","DashedSentence","7","to","3691","practice","5","416","503"
"S[10]","practice_rest","DashedSentence","6","belong","3691","practice","5","398","503"
"S[10]","practice_rest","DashedSentence","5","to","3691","practice","5","433","503"
"S[10]","practice_rest","DashedSentence","4","used","3691","practice","5","400","503"
"S[10]","practice_rest","DashedSentence","3","which","3691","practice","5","405","503"
"S[10]","practice_rest","DashedSentence","2","desk%2C","3691","practice","5","836","503"
"S[10]","practice_rest","DashedSentence","1","This","3691","practice","5","527","503"
"S[10]","practice_rest","grade","Choice","3","3691","practice","5","NULL","503"
"S[10]","practice_rest","DashedSentence","13","me.","1739","practice","6","1756","507"
"S[10]","practice_rest","DashedSentence","12","gift","1739","practice","6","375","507"
"S[10]","practice_rest","DashedSentence","11","a","1739","practice","6","416","507"
"S[10]","practice_rest","DashedSentence","10","and","1739","practice","6","374","507"
"S[10]","practice_rest","DashedSentence","9","smile","1739","practice","6","409","507"
"S[10]","practice_rest","DashedSentence","8","big","1739","practice","6","372","507"
"S[10]","practice_rest","DashedSentence","7","a","1739","practice","6","357","507"
"S[10]","practice_rest","DashedSentence","6","bringing","1739","practice","6","749","507"
"S[10]","practice_rest","DashedSentence","5","today%2C","1739","practice","6","436","507"
"S[10]","practice_rest","DashedSentence","4","house","1739","practice","6","1369","507"
"S[10]","practice_rest","DashedSentence","3","my","1739","practice","6","399","507"
"S[10]","practice_rest","DashedSentence","2","came","1739","practice","6","611","507"
"S[10]","practice_rest","DashedSentence","1","Batman","1739","practice","6","927","507"
"S[10]","practice_rest","grade","Choice","1","1739","practice","6","NULL","507"
"S[10]","practice_rest","DashedSentence","20","boss.","1975","practice","7","2392","506"
"S[10]","practice_rest","DashedSentence","19","her","1975","practice","7","380","506"
"S[10]","practice_rest","DashedSentence","18","with","1975","practice","7","340","506"
"S[10]","practice_rest","DashedSentence","17","fight","1975","practice","7","361","506"
"S[10]","practice_rest","DashedSentence","16","huge","1975","practice","7","383","506"
"S[10]","practice_rest","DashedSentence","15","a","1975","practice","7","344","506"
"S[10]","practice_rest","DashedSentence","14","having","1975","practice","7","373","506"
"S[10]","practice_rest","DashedSentence","13","after","1975","practice","7","361","506"
"S[10]","practice_rest","DashedSentence","12","working","1975","practice","7","382","506"
"S[10]","practice_rest","DashedSentence","11","stopped","1975","practice","7","421","506"
"S[10]","practice_rest","DashedSentence","10","wife","1975","practice","7","473","506"
"S[10]","practice_rest","DashedSentence","9","her","1975","practice","7","411","506"
"S[10]","practice_rest","DashedSentence","8","for","1975","practice","7","470","506"
"S[10]","practice_rest","DashedSentence","7","still%2C","1975","practice","7","723","506"
"S[10]","practice_rest","DashedSentence","6","car","1975","practice","7","414","506"
"S[10]","practice_rest","DashedSentence","5","a","1975","practice","7","349","506"
"S[10]","practice_rest","DashedSentence","4","buy","1975","practice","7","406","506"
"S[10]","practice_rest","DashedSentence","3","to","1975","practice","7","408","506"
"S[10]","practice_rest","DashedSentence","2","yet","1975","practice","7","466","506"
"S[10]","practice_rest","DashedSentence","1","Sherry","1975","practice","7","545","506"
"S[10]","practice_rest","grade","Choice","2","1975","practice","7","NULL","506"
"S[10]","practice_rest","DashedSentence","13","she?","2022","practice","8","1179","508"
"S[10]","practice_rest","DashedSentence","12","doesn't","2022","practice","8","519","508"
"S[10]","practice_rest","DashedSentence","11","know%2C","2022","practice","8","420","508"
"S[10]","practice_rest","DashedSentence","10","I","2022","practice","8","389","508"
"S[10]","practice_rest","DashedSentence","9","people","2022","practice","8","1941","508"
"S[10]","practice_rest","DashedSentence","8","most","2022","practice","8","434","508"
"S[10]","practice_rest","DashedSentence","7","than","2022","practice","8","415","508"
"S[10]","practice_rest","DashedSentence","6","taller","2022","practice","8","661","508"
"S[10]","practice_rest","DashedSentence","5","much","2022","practice","8","595","508"
"S[10]","practice_rest","DashedSentence","4","tall%2C","2022","practice","8","637","508"
"S[10]","practice_rest","DashedSentence","3","very","2022","practice","8","429","508"
"S[10]","practice_rest","DashedSentence","2","is","2022","practice","8","411","508"
"S[10]","practice_rest","DashedSentence","1","Joanna","2022","practice","8","598","508"
"S[10]","practice_rest","grade","Choice","1","2022","practice","8","NULL","508"
"S[10]","practice_rest","DashedSentence","25","it.","4242","practice","9","1016","504"
"S[10]","practice_rest","DashedSentence","24","buy","4242","practice","9","451","504"
"S[10]","practice_rest","DashedSentence","23","definitely","4242","practice","9","467","504"
"S[10]","practice_rest","DashedSentence","22","would","4242","practice","9","501","504"
"S[10]","practice_rest","DashedSentence","21","we","4242","practice","9","551","504"
"S[10]","practice_rest","DashedSentence","20","family%2C","4242","practice","9","415","504"
"S[10]","practice_rest","DashedSentence","19","big","4242","practice","9","393","504"
"S[10]","practice_rest","DashedSentence","18","our","4242","practice","9","477","504"
"S[10]","practice_rest","DashedSentence","17","with","4242","practice","9","346","504"
"S[10]","practice_rest","DashedSentence","16","help","4242","practice","9","521","504"
"S[10]","practice_rest","DashedSentence","15","would","4242","practice","9","405","504"
"S[10]","practice_rest","DashedSentence","14","way","4242","practice","9","343","504"
"S[10]","practice_rest","DashedSentence","13","the","4242","practice","9","325","504"
"S[10]","practice_rest","DashedSentence","12","by","4242","practice","9","548","504"
"S[10]","practice_rest","DashedSentence","11","which","4242","practice","9","762","504"
"S[10]","practice_rest","DashedSentence","10","bathrom%2C","4242","practice","9","432","504"
"S[10]","practice_rest","DashedSentence","9","a","4242","practice","9","398","504"
"S[10]","practice_rest","DashedSentence","8","and","4242","practice","9","447","504"
"S[10]","practice_rest","DashedSentence","7","kitchen","4242","practice","9","634","504"
"S[10]","practice_rest","DashedSentence","6","big","4242","practice","9","493","504"
"S[10]","practice_rest","DashedSentence","5","a","4242","practice","9","433","504"
"S[10]","practice_rest","DashedSentence","4","had","4242","practice","9","474","504"
"S[10]","practice_rest","DashedSentence","3","apartment","4242","practice","9","658","504"
"S[10]","practice_rest","DashedSentence","2","this","4242","practice","9","386","504"
"S[10]","practice_rest","DashedSentence","1","If","4242","practice","9","1041","504"
"S[10]","practice_rest","grade","Choice","4","4242","practice","9","NULL","504"
"S[11]","practice_first","DashedSentence","14","this.","2515","practice","1","2284","500"
"S[11]","practice_first","DashedSentence","13","like","2515","practice","1","477","500"
"S[11]","practice_first","DashedSentence","12","presented","2515","practice","1","578","500"
"S[11]","practice_first","DashedSentence","11","be","2515","practice","1","481","500"
"S[11]","practice_first","DashedSentence","10","will","2515","practice","1","512","500"
"S[11]","practice_first","DashedSentence","9","way%2C","2515","practice","1","473","500"
"S[11]","practice_first","DashedSentence","8","the","2515","practice","1","477","500"
"S[11]","practice_first","DashedSentence","7","by","2515","practice","1","482","500"
"S[11]","practice_first","DashedSentence","6","read","2515","practice","1","503","500"
"S[11]","practice_first","DashedSentence","5","to","2515","practice","1","507","500"
"S[11]","practice_first","DashedSentence","4","have","2515","practice","1","513","500"
"S[11]","practice_first","DashedSentence","3","you","2515","practice","1","734","500"
"S[11]","practice_first","DashedSentence","2","which","2515","practice","1","551","500"
"S[11]","practice_first","DashedSentence","1","Sentence%2C","2515","practice","1","566","500"
"S[11]","practice_first","grade","Choice","1","2515","practice","1","NULL","500"
"S[11]","practice_first","DashedSentence","20","","4381","practice","2","1753","501"
"S[11]","practice_first","DashedSentence","19","you.","4381","practice","2","1946","501"
"S[11]","practice_first","DashedSentence","18","help","4381","practice","2","400","501"
"S[11]","practice_first","DashedSentence","17","to","4381","practice","2","420","501"
"S[11]","practice_first","DashedSentence","16","stuff","4381","practice","2","451","501"
"S[11]","practice_first","DashedSentence","15","some","4381","practice","2","419","501"
"S[11]","practice_first","DashedSentence","14","have","4381","practice","2","415","501"
"S[11]","practice_first","DashedSentence","13","will","4381","practice","2","486","501"
"S[11]","practice_first","DashedSentence","12","easier%2C","4381","practice","2","461","501"
"S[11]","practice_first","DashedSentence","11","be","4381","practice","2","480","501"
"S[11]","practice_first","DashedSentence","10","hopefully","4381","practice","2","512","501"
"S[11]","practice_first","DashedSentence","9","which","4381","practice","2","880","501"
"S[11]","practice_first","DashedSentence","8","some%2C","4381","practice","2","840","501"
"S[11]","practice_first","DashedSentence","7","But","4381","practice","2","506","501"
"S[11]","practice_first","DashedSentence","6","read.","4381","practice","2","388","501"
"S[11]","practice_first","DashedSentence","5","to","4381","practice","2","449","501"
"S[11]","practice_first","DashedSentence","4","harder","4381","practice","2","618","501"
"S[11]","practice_first","DashedSentence","3","be","4381","practice","2","527","501"
"S[11]","practice_first","DashedSentence","2","will","4381","practice","2","674","501"
"S[11]","practice_first","DashedSentence","1","Some","4381","practice","2","3495","501"
"S[11]","practice_first","grade","Choice","4","4381","practice","2","NULL","501"
"S[11]","practice_good_item","DashedSentence","22","music.","2207","practice","3","663","502"
"S[11]","practice_good_item","DashedSentence","21","country","2207","practice","3","472","502"
"S[11]","practice_good_item","DashedSentence","20","revolutionizing","2207","practice","3","542","502"
"S[11]","practice_good_item","DashedSentence","19","for","2207","practice","3","741","502"
"S[11]","practice_good_item","DashedSentence","18","famous","2207","practice","3","454","502"
"S[11]","practice_good_item","DashedSentence","17","is","2207","practice","3","457","502"
"S[11]","practice_good_item","DashedSentence","16","inspirational%2C","2207","practice","3","719","502"
"S[11]","practice_good_item","DashedSentence","15","very","2207","practice","3","444","502"
"S[11]","practice_good_item","DashedSentence","14","and","2207","practice","3","501","502"
"S[11]","practice_good_item","DashedSentence","13","woman","2207","practice","3","409","502"
"S[11]","practice_good_item","DashedSentence","12","young","2207","practice","3","515","502"
"S[11]","practice_good_item","DashedSentence","11","achieving","2207","practice","3","761","502"
"S[11]","practice_good_item","DashedSentence","10","high","2207","practice","3","490","502"
"S[11]","practice_good_item","DashedSentence","9","a","2207","practice","3","453","502"
"S[11]","practice_good_item","DashedSentence","8","is","2207","practice","3","464","502"
"S[11]","practice_good_item","DashedSentence","7","way","2207","practice","3","435","502"
"S[11]","practice_good_item","DashedSentence","6","the","2207","practice","3","516","502"
"S[11]","practice_good_item","DashedSentence","5","by","2207","practice","3","507","502"
"S[11]","practice_good_item","DashedSentence","4","who","2207","practice","3","762","502"
"S[11]","practice_good_item","DashedSentence","3","singer%2C","2207","practice","3","600","502"
"S[11]","practice_good_item","DashedSentence","2","favorite","2207","practice","3","787","502"
"S[11]","practice_good_item","DashedSentence","1","My","2207","practice","3","1784","502"
"S[11]","practice_good_item","grade","Choice","6","2207","practice","3","NULL","502"
"S[11]","practice_bad_item","DashedSentence","16","yesterday.","2348","practice","4","2756","505"
"S[11]","practice_bad_item","DashedSentence","15","book","2348","practice","4","433","505"
"S[11]","practice_bad_item","DashedSentence","14","the","2348","practice","4","459","505"
"S[11]","practice_bad_item","DashedSentence","13","borrow","2348","practice","4","482","505"
"S[11]","practice_bad_item","DashedSentence","12","will","2348","practice","4","576","505"
"S[11]","practice_bad_item","DashedSentence","11","who","2348","practice","4","545","505"
"S[11]","practice_bad_item","DashedSentence","10","grandpa","2348","practice","4","541","505"
"S[11]","practice_bad_item","DashedSentence","9","her","2348","practice","4","468","505"
"S[11]","practice_bad_item","DashedSentence","8","to","2348","practice","4","411","505"
"S[11]","practice_bad_item","DashedSentence","7","gift","2348","practice","4","417","505"
"S[11]","practice_bad_item","DashedSentence","6","a","2348","practice","4","668","505"
"S[11]","practice_bad_item","DashedSentence","5","as","2348","practice","4","483","505"
"S[11]","practice_bad_item","DashedSentence","4","book","2348","practice","4","446","505"
"S[11]","practice_bad_item","DashedSentence","3","this","2348","practice","4","455","505"
"S[11]","practice_bad_item","DashedSentence","2","bought","2348","practice","4","572","505"
"S[11]","practice_bad_item","DashedSentence","1","Lucy","2348","practice","4","547","505"
"S[11]","practice_bad_item","grade","Choice","2","2348","practice","4","NULL","505"
"S[11]","practice_rest","DashedSentence","20","boss.","2118","practice","5","471","506"
"S[11]","practice_rest","DashedSentence","19","her","2118","practice","5","401","506"
"S[11]","practice_rest","DashedSentence","18","with","2118","practice","5","410","506"
"S[11]","practice_rest","DashedSentence","17","fight","2118","practice","5","407","506"
"S[11]","practice_rest","DashedSentence","16","huge","2118","practice","5","411","506"
"S[11]","practice_rest","DashedSentence","15","a","2118","practice","5","457","506"
"S[11]","practice_rest","DashedSentence","14","having","2118","practice","5","391","506"
"S[11]","practice_rest","DashedSentence","13","after","2118","practice","5","417","506"
"S[11]","practice_rest","DashedSentence","12","working","2118","practice","5","577","506"
"S[11]","practice_rest","DashedSentence","11","stopped","2118","practice","5","464","506"
"S[11]","practice_rest","DashedSentence","10","wife","2118","practice","5","367","506"
"S[11]","practice_rest","DashedSentence","9","her","2118","practice","5","424","506"
"S[11]","practice_rest","DashedSentence","8","for","2118","practice","5","456","506"
"S[11]","practice_rest","DashedSentence","7","still%2C","2118","practice","5","423","506"
"S[11]","practice_rest","DashedSentence","6","car","2118","practice","5","408","506"
"S[11]","practice_rest","DashedSentence","5","a","2118","practice","5","491","506"
"S[11]","practice_rest","DashedSentence","4","buy","2118","practice","5","527","506"
"S[11]","practice_rest","DashedSentence","3","to","2118","practice","5","479","506"
"S[11]","practice_rest","DashedSentence","2","yet","2118","practice","5","505","506"
"S[11]","practice_rest","DashedSentence","1","Sherry","2118","practice","5","481","506"
"S[11]","practice_rest","grade","Choice","1","2118","practice","5","NULL","506"
"S[11]","practice_rest","DashedSentence","25","it.","2405","practice","6","1207","504"
"S[11]","practice_rest","DashedSentence","24","buy","2405","practice","6","451","504"
"S[11]","practice_rest","DashedSentence","23","definitely","2405","practice","6","513","504"
"S[11]","practice_rest","DashedSentence","22","would","2405","practice","6","450","504"
"S[11]","practice_rest","DashedSentence","21","we","2405","practice","6","648","504"
"S[11]","practice_rest","DashedSentence","20","family%2C","2405","practice","6","659","504"
"S[11]","practice_rest","DashedSentence","19","big","2405","practice","6","460","504"
"S[11]","practice_rest","DashedSentence","18","our","2405","practice","6","430","504"
"S[11]","practice_rest","DashedSentence","17","with","2405","practice","6","481","504"
"S[11]","practice_rest","DashedSentence","16","help","2405","practice","6","476","504"
"S[11]","practice_rest","DashedSentence","15","would","2405","practice","6","479","504"
"S[11]","practice_rest","DashedSentence","14","way","2405","practice","6","445","504"
"S[11]","practice_rest","DashedSentence","13","the","2405","practice","6","473","504"
"S[11]","practice_rest","DashedSentence","12","by","2405","practice","6","471","504"
"S[11]","practice_rest","DashedSentence","11","which","2405","practice","6","740","504"
"S[11]","practice_rest","DashedSentence","10","bathrom%2C","2405","practice","6","491","504"
"S[11]","practice_rest","DashedSentence","9","a","2405","practice","6","431","504"
"S[11]","practice_rest","DashedSentence","8","and","2405","practice","6","402","504"
"S[11]","practice_rest","DashedSentence","7","kitchen","2405","practice","6","443","504"
"S[11]","practice_rest","DashedSentence","6","big","2405","practice","6","431","504"
"S[11]","practice_rest","DashedSentence","5","a","2405","practice","6","463","504"
"S[11]","practice_rest","DashedSentence","4","had","2405","practice","6","487","504"
"S[11]","practice_rest","DashedSentence","3","apartment","2405","practice","6","479","504"
"S[11]","practice_rest","DashedSentence","2","this","2405","practice","6","626","504"
"S[11]","practice_rest","DashedSentence","1","If","2405","practice","6","454","504"
"S[11]","practice_rest","grade","Choice","6","2405","practice","6","NULL","504"
"S[11]","practice_rest","DashedSentence","21","black.","2501","practice","7","621","503"
"S[11]","practice_rest","DashedSentence","20","are","2501","practice","7","451","503"
"S[11]","practice_rest","DashedSentence","19","Nick's","2501","practice","7","431","503"
"S[11]","practice_rest","DashedSentence","18","brother","2501","practice","7","437","503"
"S[11]","practice_rest","DashedSentence","17","her","2501","practice","7","461","503"
"S[11]","practice_rest","DashedSentence","16","is","2501","practice","7","435","503"
"S[11]","practice_rest","DashedSentence","15","which","2501","practice","7","398","503"
"S[11]","practice_rest","DashedSentence","14","there","2501","practice","7","428","503"
"S[11]","practice_rest","DashedSentence","13","over","2501","practice","7","420","503"
"S[11]","practice_rest","DashedSentence","12","desk","2501","practice","7","475","503"
"S[11]","practice_rest","DashedSentence","11","other","2501","practice","7","752","503"
"S[11]","practice_rest","DashedSentence","10","that","2501","practice","7","562","503"
